Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Stockage batterie;Déstockage batterie;TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 68
75;Nouvelle-Aquitaine;Données temps réel;2023-11-26;19:45;2023-11-26T19:45:00+01:00;5980;161;5823;47;0;944;0;0;-994;0;0;2.69;28.8;97.37;87.83;0.79;2.97;0.0;0.0;15.79;42.12;0.0;0.0;
75;Nouvelle-Aquitaine;Données temps réel;2024-02-19;12:30;2024-02-19T12:30:00+01:00;6085;160;3351;79;1043;444;0;3;1009;-4;0;2.63;28.07;55.07;50.54;1.3;4.41;17.14;24.8;7.3;19.83;0.05;0.83;
75;Nouvelle-Aquitaine;Données temps réel;2024-03-04;06:00;2024-03-04T06:00:00+01:00;6162;152;3361;128;0;680;0;0;1846;0;0;2.47;26.67;54.54;50.69;2.08;7.15;0.0;0.0;11.04;30.37;0.0;0.0;
75;Nouvelle-Aquitaine;Données temps réel;2023-07-19;04:15;2023-07-19T04:15:00+02:00;3593;33;4549;252;0;117;0;165;-1524;-;-;0.92;5.9;126.61;68.61;7.01;15.92;0.0;0.0;3.26;5.22;4.59;50.61;
75;Nouvelle-Aquitaine;Données temps réel;2023-07-23;14:45;2023-07-23T14:45:00+02:00;3784;60;2831;314;1713;17;0;0;-1148;0;0;1.59;10.73;74.82;42.7;8.3;19.84;45.27;44.18;0.45;0.76;0.0;0.0;
75;Nouvelle-Aquitaine;Données temps réel;2023-05-25;06:15;2023-05-25T06:15:00+02:00;3495;35;4614;563;48;321;0;174;-2260;-;-;1.0;6.26;132.02;69.59;16.11;35.57;1.37;1.24;9.18;14.32;4.98;53.37;
75;Nouvelle-Aquitaine;Données temps réel;2023-06-09;07:00;2023-06-09T07:00:00+02:00;3747;35;4542;137;111;397;0;174;-1649;-;-;0.93;6.26;121.22;68.51;3.66;8.65;2.96;2.86;10.6;17.72;4.64;53.37;
75;Nouvelle-Aquitaine;Données temps réel;2023-06-11;14:45;2023-06-11T14:45:00+02:00;4018;35;3558;35;2288;185;0;196;-2279;-;-;0.87;6.26;88.55;53.67;0.87;2.21;56.94;59.01;4.6;8.26;4.88;60.12;
75;Nouvelle-Aquitaine;Données temps réel;2023-07-29;04:45;2023-07-29T04:45:00+02:00;2944;60;3914;106;0;16;0;0;-1152;0;0;2.04;10.73;132.95;59.03;3.6;6.7;0.0;0.0;0.54;0.71;0.0;0.0;
75;Nouvelle-Aquitaine;Données temps réel;2023-07-30;03:00;2023-07-30T03:00:00+02:00;2918;60;3836;324;0;17;0;0;-1318;0;0;2.06;10.73;131.46;57.86;11.1;20.47;0.0;0.0;0.58;0.76;0.0;0.0;
75;Nouvelle-Aquitaine;Données temps réel;2023-08-02;10:30;2023-08-02T10:30:00+02:00;4552;67;5217;1182;1006;12;0;5;-2937;0;0;1.47;11.99;114.61;78.69;25.97;74.67;22.1;25.95;0.26;0.54;0.11;1.53;
75;Nouvelle-Aquitaine;Données temps réel;2023-08-09;12:15;2023-08-09T12:15:00+02:00;4594;78;5619;23;2916;12;0;8;-4061;0;0;1.7;13.95;122.31;84.75;0.5;1.45;63.47;75.21;0.26;0.54;0.17;2.45;
75;Nouvelle-Aquitaine;Données temps réel;2023-08-14;17:30;2023-08-14T17:30:00+02:00;4240;67;5589;95;1718;4;0;7;-3240;0;0;1.58;11.99;131.82;84.3;2.24;6.0;40.52;44.31;0.09;0.18;0.17;2.15;
75;Nouvelle-Aquitaine;Données temps réel;2023-08-18;20:15;2023-08-18T20:15:00+02:00;4478;67;5580;96;173;282;0;2;-1723;0;0;1.5;11.99;124.61;84.16;2.14;6.06;3.86;4.46;6.3;12.58;0.04;0.61;
75;Nouvelle-Aquitaine;Données temps réel;2023-08-24;23:30;2023-08-24T23:30:00+02:00;4319;67;4454;271;0;16;0;7;-495;0;0;1.55;11.99;103.13;67.18;6.27;17.12;0.0;0.0;0.37;0.71;0.16;2.15;
75;Nouvelle-Aquitaine;Données temps réel;2023-04-08;05:00;2023-04-08T05:00:00+02:00;3818;47;3414;490;0;408;0;169;-710;-;-;1.23;8.41;89.42;51.49;12.83;30.95;0.0;0.0;10.69;18.21;4.43;51.84;
75;Nouvelle-Aquitaine;Données temps réel;2023-02-27;19:30;2023-02-27T19:30:00+01:00;7128;214;3416;577;0;867;-;172;1883;-;-;3.0;36.77;47.92;51.52;8.09;43.55;0.0;0.0;12.16;39.04;2.41;51.04;
24;Centre-Val de Loire;Données temps réel;2023-02-05;02:00;2023-02-05T02:00:00+01:00;2114;92;10034;313;0;8;-;43;-8376;-;-;4.35;39.32;474.65;86.28;14.81;21.69;0.0;0.0;0.38;8.7;2.03;47.78;
24;Centre-Val de Loire;Données temps réel;2023-02-11;00:45;2023-02-11T00:45:00+01:00;2721;92;9498;64;0;8;-;43;-6983;-;-;3.38;39.32;349.06;81.67;2.35;4.44;0.0;0.0;0.29;8.7;1.58;47.78;
24;Centre-Val de Loire;Données temps réel;2023-02-11;21:30;2023-02-11T21:30:00+01:00;2316;92;9441;532;0;8;-;43;-7800;-;-;3.97;39.32;407.64;81.18;22.97;36.87;0.0;0.0;0.35;8.7;1.86;47.78;
24;Centre-Val de Loire;Données temps réel;2023-02-15;14:00;2023-02-15T14:00:00+01:00;2322;92;9093;73;351;8;-;43;-7338;-;-;3.96;39.32;391.6;78.19;3.14;5.06;15.12;48.95;0.34;8.7;1.85;47.78;
24;Centre-Val de Loire;Données temps réel;2023-02-17;05:00;2023-02-17T05:00:00+01:00;2039;92;7840;520;0;8;-;43;-6464;-;-;4.51;39.32;384.5;67.41;25.5;36.04;0.0;0.0;0.39;8.7;2.11;47.78;
24;Centre-Val de Loire;Données temps réel;2023-03-09;01:30;2023-03-09T01:30:00+01:00;2040;83;7600;1152;0;9;-;44;-6847;-;-;4.07;35.47;372.55;65.35;56.47;79.83;0.0;0.0;0.44;9.78;2.16;48.89;
24;Centre-Val de Loire;Données temps réel;2023-03-19;03:30;2023-03-19T03:30:00+01:00;1643;83;7528;219;0;11;-;44;-6242;-;-;5.05;35.47;458.19;64.73;13.33;15.18;0.0;0.0;0.67;11.96;2.68;48.89;
24;Centre-Val de Loire;Données temps réel;2023-03-19;13:30;2023-03-19T13:30:00+01:00;1686;83;6671;537;234;9;-;44;-5892;-;-;4.92;35.47;395.67;57.36;31.85;37.21;13.88;32.64;0.53;9.78;2.61;48.89;
24;Centre-Val de Loire;Données temps réel;2023-03-25;11:00;2023-03-25T11:00:00+01:00;1729;83;5312;973;304;9;0;44;-4996;-;-;4.8;36.09;307.23;45.67;56.28;60.89;17.58;38.87;0.52;9.78;2.54;49.44;
24;Centre-Val de Loire;Données temps réel;2023-03-30;17:00;2023-03-30T17:00:00+02:00;1479;83;5184;936;204;11;0;44;-4983;-;-;5.61;35.47;350.51;44.57;63.29;64.86;13.79;28.45;0.74;11.96;2.97;48.89;
24;Centre-Val de Loire;Données temps réel;2023-04-06;17:45;2023-04-06T17:45:00+02:00;1964;0;7677;291;143;10;0;47;-6205;-;-;0.0;0.0;390.89;66.01;14.82;18.21;7.28;18.29;0.51;10.87;2.39;52.81;
24;Centre-Val de Loire;Données temps réel;2023-05-05;16:00;2023-05-05T16:00:00+02:00;1697;0;6939;278;357;5;0;52;-5934;-;-;0.0;0.0;408.9;59.66;16.38;17.4;21.04;45.65;0.29;5.43;3.06;58.43;
24;Centre-Val de Loire;Données temps réel;2023-05-10;07:15;2023-05-10T07:15:00+02:00;1816;0;6450;568;27;5;0;52;-5287;-;-;0.0;0.0;355.18;55.46;31.28;35.54;1.49;3.45;0.28;5.43;2.86;58.43;
24;Centre-Val de Loire;Données temps réel;2023-05-12;03:45;2023-05-12T03:45:00+02:00;1464;0;6610;217;0;5;0;52;-5420;-;-;0.0;0.0;451.5;56.84;14.82;13.58;0.0;0.0;0.34;5.43;3.55;58.43;
53;Bretagne;Données temps réel;2023-02-04;19:45;2023-02-04T19:45:00+01:00;2926;655;;82;0;10;-54;41;2193;-;-;22.39;46.19;;;2.8;7.17;0.0;0.0;0.34;3.64;1.4;50.62;
53;Bretagne;Données temps réel;2023-02-19;04:45;2023-02-19T04:45:00+01:00;1870;209;;105;0;29;0;41;1485;-;-;11.18;14.74;;;5.61;9.18;0.0;0.0;1.55;10.55;2.19;50.62;
53;Bretagne;Données temps réel;2023-03-01;04:00;2023-03-01T04:00:00+01:00;3100;637;0;299;0;6;-3;42;2119;-;-;20.55;44.92;0.0;;9.65;26.14;0.0;0.0;0.19;2.18;1.35;51.85;
53;Bretagne;Données temps réel;2023-03-05;03:15;2023-03-05T03:15:00+01:00;2632;655;;62;0;4;-1;42;1870;-;-;24.89;46.19;;;2.36;5.42;0.0;0.0;0.15;1.45;1.6;51.85;
53;Bretagne;Données temps réel;2023-03-06;07:30;2023-03-06T07:30:00+01:00;3574;1103;;84;2;6;-55;42;2393;-;-;30.86;77.79;;;2.35;7.34;0.06;0.6;0.17;2.18;1.18;51.85;
53;Bretagne;Données temps réel;2023-03-08;21:15;2023-03-08T21:15:00+01:00;2655;693;;734;0;12;-29;42;1204;-;-;26.1;48.87;;;27.65;64.16;0.0;0.0;0.45;4.36;1.58;51.85;
53;Bretagne;Données temps réel;2023-03-14;12:00;2023-03-14T12:00:00+01:00;2837;213;;850;198;4;-24;42;1555;-;-;7.51;15.02;;;29.96;74.3;6.98;59.64;0.14;1.45;1.48;51.85;
53;Bretagne;Données temps réel;2023-03-16;15:45;2023-03-16T15:45:00+01:00;2465;213;;325;132;9;-3;42;1747;-;-;8.64;15.02;;;13.18;28.41;5.35;39.76;0.37;3.27;1.7;51.85;
53;Bretagne;Données temps réel;2023-04-08;03:15;2023-04-08T03:15:00+02:00;2082;1;0;351;0;223;0;42;1466;-;-;0.05;0.07;0.0;;16.86;26.9;0.0;0.0;10.71;81.09;2.02;57.53;
53;Bretagne;Données temps réel;2023-04-09;17:15;2023-04-09T17:15:00+02:00;1432;1;0;204;70;221;0;42;895;-;-;0.07;0.07;0.0;;14.25;15.63;4.89;17.86;15.43;80.36;2.93;57.53;
53;Bretagne;Données temps réel;2023-04-10;15:00;2023-04-10T15:00:00+02:00;1952;1;0;669;166;207;0;42;867;-;-;0.05;0.07;0.0;;34.27;51.26;8.5;42.35;10.6;75.27;2.15;57.53;
