Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Stockage batterie;Déstockage batterie;TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 68
84;Auvergne-Rhône-Alpes;Données temps réel;2023-12-19;14:00;2023-12-19T14:00:00+01:00;9065;589;10638;79;674;4512;0;41;-7468;0;0;6.5;58.61;117.35;78.39;0.87;10.91;7.44;31.82;49.77;39.57;0.45;21.81;
84;Auvergne-Rhône-Alpes;Données temps réel;2023-12-20;08:45;2023-12-20T08:45:00+01:00;9330;160;10584;399;42;5234;0;41;-7129;0;0;1.71;15.92;113.44;78.0;4.28;55.11;0.45;1.98;56.1;45.9;0.44;21.81;
84;Auvergne-Rhône-Alpes;Données temps réel;2024-01-06;01:00;2024-01-06T01:00:00+01:00;7324;163;10287;214;0;3892;-1;40;-7271;0;0;2.23;16.22;140.46;75.81;2.92;29.56;0.0;0.0;53.14;34.13;0.55;21.28;
84;Auvergne-Rhône-Alpes;Données temps réel;2024-01-08;18:45;2024-01-08T18:45:00+01:00;10688;641;10151;117;0;6987;-1;40;-7247;0;0;6.0;63.78;94.98;74.8;1.09;16.16;0.0;0.0;65.37;61.27;0.37;21.28;
84;Auvergne-Rhône-Alpes;Données temps réel;2024-01-11;00:45;2024-01-11T00:45:00+01:00;9035;568;10563;77;0;4094;-1;40;-6306;0;0;6.29;56.52;116.91;77.84;0.85;10.64;0.0;0.0;45.31;35.9;0.44;21.28;
84;Auvergne-Rhône-Alpes;Données temps réel;2024-01-11;22:15;2024-01-11T22:15:00+01:00;9695;597;10611;128;0;5014;-1;41;-6694;0;0;6.16;59.4;109.45;78.19;1.32;17.68;0.0;0.0;51.72;43.97;0.42;21.81;
84;Auvergne-Rhône-Alpes;Données temps réel;2024-01-14;16:30;2024-01-14T16:30:00+01:00;8513;183;10435;85;73;4077;-1;40;-6379;0;0;2.15;18.21;122.58;76.9;1.0;11.74;0.86;3.45;47.89;35.75;0.47;21.28;
84;Auvergne-Rhône-Alpes;Données temps réel;2024-01-22;16:30;2024-01-22T16:30:00+01:00;9644;158;9726;416;69;4145;-327;40;-4583;0;0;1.64;15.72;100.85;71.67;4.31;57.46;0.72;3.26;42.98;36.35;0.41;21.28;
84;Auvergne-Rhône-Alpes;Données temps réel;2024-01-23;11:15;2024-01-23T11:15:00+01:00;9441;160;9750;163;673;3968;-1;40;-5313;0;0;1.69;15.92;103.27;71.85;1.73;22.51;7.13;31.78;42.03;34.8;0.42;21.28;
84;Auvergne-Rhône-Alpes;Données temps réel;2024-03-25;16:30;2024-03-25T16:30:00+01:00;6994;141;9404;392;353;2465;-653;40;-5148;-0;0;2.02;14.03;134.46;69.3;5.6;54.14;5.05;16.67;35.24;21.62;0.57;21.28;
84;Auvergne-Rhône-Alpes;Données temps réel;2024-03-29;09:00;2024-03-29T09:00:00+01:00;7523;142;8273;477;229;3449;-491;40;-4594;-1;0;1.89;14.19;109.97;60.97;6.34;64.37;3.04;10.26;45.85;30.25;0.53;21.16;
84;Auvergne-Rhône-Alpes;Données temps réel;2024-04-04;16:30;2024-04-04T16:30:00+02:00;6741;39;6792;185;925;2635;-1374;24;-2483;-2;0;0.58;3.9;100.76;50.05;2.74;24.97;13.72;41.42;39.09;23.11;0.36;12.7;
84;Auvergne-Rhône-Alpes;Données temps réel;2024-04-16;20:15;2024-04-16T20:15:00+02:00;6647;37;6755;307;29;4186;-2;24;-4689;-0;0;0.56;3.7;101.62;49.78;4.62;41.43;0.44;1.3;62.98;36.72;0.36;12.7;
84;Auvergne-Rhône-Alpes;Données temps réel;2023-09-14;15:15;2023-09-14T15:15:00+02:00;6760;46;9508;57;979;1423;-322;39;-4971;0;0;0.68;4.7;140.65;70.07;0.84;7.88;14.48;53.73;21.05;12.48;0.58;20.42;
84;Auvergne-Rhône-Alpes;Données temps réel;2023-09-19;16:15;2023-09-19T16:15:00+02:00;6710;49;7773;30;934;1591;-1201;38;-2503;0;0;0.73;5.01;115.84;57.28;0.45;4.15;13.92;51.26;23.71;13.95;0.57;19.9;
